token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
10-3	BOI057	10	eh	eh	linguistic	none	_	_	_	_	_	_
10-4	BOI057	10	m:h	mh	linguistic	none	_	End=31.533	0x1	_	_	_
11-0	BOI057	11	un	un	linguistic	none	_	Begin=31.68	_	_	_	_
11-1	BOI057	11	un	un	linguistic	none	_	_	_	_	_	_
11-2	BOI057	11	po'	po'	linguistic	none	_	_	_	_	_	_
11-3	BOI057	11	ci	ci	linguistic	none	_	_	_	_	_	_
11-4	BOI057	11	si	si	linguistic	none	_	_	_	_	_	_
11-5	BOI057	11	è	è	linguistic	none	_	_	_	_	_	_
11-6	BOI057	11	messo	messo	linguistic	none	_	_	_	_	_	_
11-7	BOI057	11	il	il	linguistic	none	_	_	_	_	_	_
11-8	BOI057	11	destino,	destino	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
11-9	BOI057	11	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
11-10	BOI057	11	un	un	linguistic	none	_	_	_	_	_	_
11-11	BOI057	11	po'	po'	linguistic	none	_	_	_	_	_	_
11-12	BOI057	11	ci	ci	linguistic	none	_	_	_	_	_	_
11-13	BOI057	11	si	si	linguistic	none	_	_	_	_	_	_
11-14	BOI057	11	è	è	linguistic	none	_	_	_	_	_	_
11-15	BOI057	11	messa	messa	linguistic	none	_	_	_	_	_	_
11-16	BOI057	11	la	la	linguistic	none	_	_	_	_	_	_
11-17	BOI057	11	mia	mia	linguistic	none	_	_	_	_	_	_
11-18	BOI057	11	poca	poca	linguistic	none	_	_	_	_	_	_
11-19	BOI057	11	volontà,	volontà	linguistic	none	Intonation=WeaklyRising	End=36.21	_	_	_	_
12-0	BOR009	12	((ride))	((ride))	nonverbalbehavior	none	_	Begin=36.28|End=36.78	_	_	_	_
13-0	BOI057	13	son	son	linguistic	none	_	Begin=36.79	_	_	_	_
13-1	BOI057	13	rimasta	rimasta	linguistic	none	_	_	_	_	_	_
13-2	BOI057	13	sempre	sempre	linguistic	none	_	_	_	_	_	_
13-3	BOI057	13	a	a	linguistic	none	_	_	_	_	_	_
13-4	BOI057	13	bologna	bologna	linguistic	none	_	_	_	_	_	_
13-5	BOI057	13	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
13-6	BOI057	13	con	con	linguistic	none	_	_	_	_	_	_
13-7	BOI057	13	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
13-8	BOI057	13	aggiunta	aggiunta	linguistic	none	_	_	_	_	_	_
13-9	BOI057	13	ulteriore	ulteriore	linguistic	none	_	_	_	_	_	_
13-10	BOI057	13	che	che	linguistic	none	_	End=41.03	_	_	_	_
14-0	BOI057	14	per	per	linguistic	none	_	Begin=42.25	_	_	_	_
14-1	BOI057	14	questioni	questioni	linguistic	none	_	_	_	_	_	_
14-2	BOI057	14	di	di	linguistic	none	_	_	_	_	_	_
14-3	BOI057	14	famiglia	famiglia	linguistic	none	_	_	_	_	_	_
14-4	BOI057	14	per	per	linguistic	none	_	_	_	_	_	_
14-5	BOI057	14	questioni:	questioni	linguistic	none	_	_	8x1	_	_	_
14-6	BOI057	14	personali	personali	linguistic	none	_	End=45.38	_	_	_	_
15-0	BOI057	15	vivo	vivo	linguistic	none	_	Begin=45.99	_	_	_	_
15-1	BOI057	15	addirittura	addirittura	linguistic	none	_	_	_	_	_	_
15-2	BOI057	15	nella	nella	linguistic	none	_	_	_	_	_	_
15-3	BOI057	15	stessa	stessa	linguistic	none	_	_	_	_	_	_
15-4	BOI057	15	casa	casa	linguistic	none	_	_	_	_	_	_
15-5	BOI057	15	in	in	linguistic	none	_	_	_	_	_	_
15-6	BOI057	15	cui	cui	linguistic	none	_	_	_	_	_	_
15-7	BOI057	15	sono	sono	linguistic	none	_	_	_	_	_	_
15-8	BOI057	15	nata	nata	linguistic	none	_	End=48.669	_	_	_	_
16-0	BOR009	16	[avrei]	avrei	linguistic	none	_	Begin=49.81	_	_	_	0-5(2)
16-1	BOR009	16	chiesto	chiesto	linguistic	none	_	_	_	_	_	_
16-2	BOR009	16	se	se	linguistic	none	_	_	_	_	_	_
16-3	BOR009	16	sempre	sempre	linguistic	none	_	_	_	_	_	_
16-4	BOR009	16	la	la	linguistic	none	_	_	_	_	_	_
16-5	BOR009	16	stessa	stessa	linguistic	none	_	_	_	_	_	_
16-6	BOR009	16	zona	zona	linguistic	none	_	_	_	_	_	_
16-7	BOR009	16	sì?	sì	linguistic	none	Intonation=Rising	End=52.3	_	_	_	_
17-0	BOI057	17	[xx]	x	unknown	none	_	Begin=49.81|End=50.16	_	_	_	0-2(2)
18-0	BOI057	18	sì	sì	linguistic	none	_	Begin=52.507	_	_	_	_
18-1	BOI057	18	sì	sì	linguistic	none	_	_	_	_	_	_
18-2	BOI057	18	allora	allora	linguistic	none	_	_	_	_	_	_
18-3	BOI057	18	e:h	eh	linguistic	none	_	_	0x1	_	_	_
18-4	BOI057	18	anche	anche	linguistic	none	_	_	_	_	_	_
18-5	BOI057	18	quando	quando	linguistic	none	_	_	_	_	_	_
18-6	BOI057	18	ho	ho	linguistic	none	_	_	_	_	_	_
18-7	BOI057	18	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
18-8	BOI057	18	da	da	linguistic	none	_	_	_	_	_	_
18-9	BOI057	18	sola:	sola	linguistic	none	_	_	3x1	_	_	_
18-10	BOI057	18	sono	sono	linguistic	none	_	_	_	_	_	_
18-11	BOI057	18	rimasta	rimasta	linguistic	none	_	_	_	_	_	_
18-12	BOI057	18	in	in	linguistic	none	_	_	_	_	_	_
18-13	BOI057	18	questa	questa	linguistic	none	_	_	_	_	_	_
18-14	BOI057	18	zona	zona	linguistic	none	_	End=57.84	_	_	_	_
19-0	BOI057	19	perché	perché	linguistic	none	_	Begin=58.507	_	_	_	_
19-1	BOI057	19	io	io	linguistic	none	_	_	_	_	_	_
19-2	BOI057	19	sono	sono	linguistic	none	_	_	_	_	_	_
19-3	BOI057	19	molto	molto	linguistic	none	_	_	_	_	_	_
19-4	BOI057	19	territoriale	territoriale	linguistic	none	_	End=60.879	_	_	_	_
20-0	BOI057	20	(°e	e	linguistic	none	Volume=Low	Begin=62.11	_	_	0-1(0)	_
20-1	BOI057	20	quindi	quindi	linguistic	none	Volume=Low	_	_	_	0-6(0)	_
20-2	BOI057	20	proprio°)	proprio	linguistic	none	Volume=Low	End=63.34	_	_	0-7(0)	_
21-0	BOR009	21	((ride))	((ride))	nonverbalbehavior	none	_	Begin=63.1|End=63.73	_	_	_	_
22-0	BOI057	22	io	io	linguistic	none	_	Begin=63.81	_	_	_	_
22-1	BOI057	22	sono	sono	linguistic	none	_	_	_	_	_	_
22-2	BOI057	22	molto	molto	linguistic	none	_	_	_	_	_	_
22-3	BOI057	22	territoriale	territoriale	linguistic	none	_	_	_	_	_	_
22-4	BOI057	22	eh	eh	linguistic	none	_	_	_	_	_	_
22-5	BOI057	22	m:h	mh	linguistic	none	_	End=66.38	0x1	_	_	_
23-0	BOI057	23	quindi	quindi	linguistic	none	_	Begin=66.767	_	_	_	_
23-1	BOI057	23	mi	mi	linguistic	none	_	_	_	_	_	_
23-2	BOI057	23	piace	piace	linguistic	none	_	_	_	_	_	_
23-3	BOI057	23	uscire,	uscire	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
23-4	BOI057	23	e	e	linguistic	none	_	_	_	_	_	_
23-5	BOI057	23	conoscere	conoscere	linguistic	none	_	_	_	_	_	_
23-6	BOI057	23	i	i	linguistic	none	_	_	_	_	_	_
23-7	BOI057	23	negozianti,	negozianti	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
23-8	BOI057	23	conoscere	conoscere	linguistic	none	_	_	_	_	_	_
23-9	BOI057	23	le	le	linguistic	none	_	_	_	_	_	_
23-10	BOI057	23	persone	persone	linguistic	none	_	_	_	_	_	_
23-11	BOI057	23	anche	anche	linguistic	none	_	_	_	_	_	_
23-12	BOI057	23	non	non	linguistic	none	_	_	_	_	_	_
23-13	BOI057	23	i	i	linguistic	none	_	_	_	_	_	_
23-14	BOI057	23	vicini	vicini	linguistic	none	_	_	_	_	_	_
23-15	BOI057	23	di	di	linguistic	none	_	_	_	_	_	_
23-16	BOI057	23	casa	casa	linguistic	none	_	_	_	_	_	_
23-17	BOI057	23	ma	ma	linguistic	none	_	_	_	_	_	_
23-18	BOI057	23	quelli	quelli	linguistic	none	_	_	_	_	_	_
23-19	BOI057	23	che	che	linguistic	none	_	_	_	_	_	_
23-20	BOI057	23	incontro	incontro	linguistic	none	_	_	_	_	_	_
23-21	BOI057	23	al	al	linguistic	none	_	_	_	_	_	_
23-22	BOI057	23	supermercato:	supermercato	linguistic	none	_	_	11x1	_	_	_
23-23	BOI057	23	cioè	cioè	linguistic	none	_	_	_	_	_	_
23-24	BOI057	23	mi	mi	linguistic	none	_	_	_	_	_	_
23-25	BOI057	23	piace	piace	linguistic	none	_	_	_	_	_	_
23-26	BOI057	23	questa	questa	linguistic	none	_	_	_	_	_	_
23-27	BOI057	23	dimensione	dimensione	linguistic	none	_	_	_	_	_	_
23-28	BOI057	23	da	da	linguistic	none	_	_	_	_	_	_
23-29	BOI057	23	rione	rione	linguistic	none	_	End=77.03	_	_	_	_
24-0	BOI057	24	per	per	linguistic	none	_	Begin=77.533	_	_	_	_
24-1	BOI057	24	cui	cui	linguistic	none	_	_	_	_	_	_
24-2	BOI057	24	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
24-3	BOI057	24	quando	quando	linguistic	none	_	_	_	_	_	_
24-4	BOI057	24	mi	mi	linguistic	none	_	_	_	_	_	_
24-5	BOI057	24	sono	sono	linguistic	none	_	_	_	_	_	_
24-6	BOI057	24	spostata	spostata	linguistic	none	_	_	_	_	_	_
24-7	BOI057	24	sono	sono	linguistic	none	_	_	_	_	_	_
24-8	BOI057	24	andata	andata	linguistic	none	_	_	_	_	_	_
24-9	BOI057	24	a	a	linguistic	none	_	_	_	_	_	_
24-10	BOI057	24	vivere:	vivere	linguistic	none	_	_	5x1	_	_	_
24-11	BOI057	24	in	in	linguistic	none	_	_	_	_	_	_
24-12	BOI057	24	via	via	linguistic	none	_	_	_	_	_	_
24-13	BOI057	24	sant'	sant'	linguistic	none	SpaceAfter=No	_	_	_	_	_
24-14	BOI057	24	isaia	isaia	linguistic	none	_	_	_	_	_	_
24-15	BOI057	24	che	che	linguistic	none	_	_	_	_	_	_
24-16	BOI057	24	è	è	linguistic	none	_	_	_	_	_	_
24-17	BOI057	24	qui	qui	linguistic	none	_	_	_	_	_	_
24-18	BOI057	24	dietro	dietro	linguistic	none	_	End=82.45	_	_	_	_
25-0	BOR009	25	sì	sì	linguistic	none	_	Begin=82.56|End=82.91	_	_	_	_
26-0	BOI057	26	ed	ed	linguistic	none	_	Begin=83.207	_	_	_	_
26-1	BOI057	26	era	era	linguistic	none	_	_	_	_	_	_
26-2	BOI057	26	è	è	linguistic	none	_	_	_	_	_	_
26-3	BOI057	26	stato	stato	linguistic	none	_	_	_	_	_	_
26-4	BOI057	26	bellissimo	bellissimo	linguistic	none	_	_	_	_	_	_
26-5	BOI057	26	perché	perché	linguistic	none	_	_	_	_	_	_
26-6	BOI057	26	quello	quello	linguistic	none	_	_	_	_	_	_
26-7	BOI057	26	è	è	linguistic	none	_	_	_	_	_	_
26-8	BOI057	26	proprio	proprio	linguistic	none	_	_	_	_	_	_
26-9	BOI057	26	((deglutisce))	((deglutisce))	nonverbalbehavior	none	_	_	_	_	_	_
26-10	BOI057	26	il	il	linguistic	none	_	_	_	_	_	_
26-11	BOI057	26	pratello	pratello	linguistic	none	_	_	_	_	_	_
26-12	BOI057	26	e	e	linguistic	none	_	_	_	_	_	_
26-13	BOI057	26	sant'	sant'	linguistic	none	SpaceAfter=No	_	_	_	_	_
26-14	BOI057	26	isaia	isaia	linguistic	none	_	_	_	_	_	_
26-15	BOI057	26	è	è	linguistic	none	_	_	_	_	_	_
26-16	BOI057	26	[proprio]	proprio	linguistic	none	_	_	_	_	_	0-7(3)
26-17	BOI057	26	un	un	linguistic	none	_	_	_	_	_	_
26-18	BOI057	26	paese	paese	linguistic	none	_	End=89.57	_	_	_	_
27-0	BOR009	27	[e:h]	eh	linguistic	none	_	Begin=88.07|End=88.55	0x1	_	_	0-2(3)
28-0	BOI057	28	cioè	cioè	linguistic	none	_	Begin=89.97	_	_	_	_
28-1	BOI057	28	mh	mh	linguistic	none	_	_	_	_	_	_
28-2	BOI057	28	e	e	linguistic	none	_	_	_	_	_	_
28-3	BOI057	28	far	far	linguistic	none	_	_	_	_	_	_
28-4	BOI057	28	parte	parte	linguistic	none	_	_	_	_	_	_
28-5	BOI057	28	di	di	linguistic	none	_	_	_	_	_	_
28-6	BOI057	28	quella:	quella	linguistic	none	_	End=92.373	5x1	_	_	_
29-0	BOI057	29	rientrare	rientrare	linguistic	none	_	Begin=92.8	_	_	_	_
29-1	BOI057	29	in	in	linguistic	none	_	End=94.1	_	_	_	_
30-0	BOI057	30	mh	mh	linguistic	none	_	Begin=94.43	_	_	_	_
30-1	BOI057	30	ecco	ecco	linguistic	none	_	_	_	_	_	_
30-2	BOI057	30	mi	mi	linguistic	none	_	_	_	_	_	_
30-3	BOI057	30	sentivo	sentivo	linguistic	none	_	_	_	_	_	_
30-4	BOI057	30	parte	parte	linguistic	none	_	_	_	_	_	_
30-5	BOI057	30	di	di	linguistic	none	_	_	_	_	_	_
30-6	BOI057	30	qualcosa	qualcosa	linguistic	none	_	_	_	_	_	_
30-7	BOI057	30	quando	quando	linguistic	none	_	_	_	_	_	_
30-8	BOI057	30	abitavo	abitavo	linguistic	none	_	_	_	_	_	_
30-9	BOI057	30	lì	lì	linguistic	none	_	End=98.04	_	_	_	_
31-0	BOI057	31	perché:	perché	linguistic	none	_	Begin=98.433|End=99.847	5x1	_	_	_
32-0	BOI057	32	se	se	linguistic	none	_	Begin=99.92	_	_	_	_
32-1	BOI057	32	avevo	avevo	linguistic	none	_	_	_	_	_	_
32-2	BOI057	32	bisogno	bisogno	linguistic	none	_	_	_	_	_	_
32-3	BOI057	32	io	io	linguistic	none	_	_	_	_	_	_
32-4	BOI057	32	vivevo	vivevo	linguistic	none	_	_	_	_	_	_
32-5	BOI057	32	da	da	linguistic	none	_	_	_	_	_	_
32-6	BOI057	32	sola	sola	linguistic	none	_	_	_	_	_	_
32-7	BOI057	32	e	e	linguistic	none	_	_	_	_	_	_
32-8	BOI057	32	se	se	linguistic	none	_	_	_	_	_	_
32-9	BOI057	32	avevo	avevo	linguistic	none	_	_	_	_	_	_
32-10	BOI057	32	bisogno	bisogno	linguistic	none	_	_	_	_	_	_
32-11	BOI057	32	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
32-12	BOI057	32	era	era	linguistic	none	_	_	_	_	_	_
32-13	BOI057	32	sempre	sempre	linguistic	none	_	_	_	_	_	_
32-14	BOI057	32	qualcuno	qualcuno	linguistic	none	_	_	_	_	_	_
32-15	BOI057	32	che	che	linguistic	none	_	_	_	_	_	_
32-16	BOI057	32	poteva	poteva	linguistic	none	_	_	_	_	_	_
32-17	BOI057	32	darmi	darmi	linguistic	none	_	_	_	_	_	_
32-18	BOI057	32	una	una	linguistic	none	_	_	_	_	_	_
32-19	BOI057	32	mano	mano	linguistic	none	_	_	_	_	_	_
32-20	BOI057	32	che	che	linguistic	none	_	_	_	_	_	_
32-21	BOI057	32	voleva	voleva	linguistic	none	_	_	_	_	_	_
32-22	BOI057	32	darmi	darmi	linguistic	none	_	_	_	_	_	_
32-23	BOI057	32	una	una	linguistic	none	_	_	_	_	_	_
32-24	BOI057	32	mano	mano	linguistic	none	_	End=105.82	_	_	_	_
33-0	BOI057	33	anche	anche	linguistic	none	_	Begin=106.433	_	_	_	_
33-1	BOI057	33	persone	persone	linguistic	none	_	_	_	_	_	_
33-2	BOI057	33	che	che	linguistic	none	_	_	_	_	_	_
33-3	BOI057	33	non	non	linguistic	none	_	_	_	_	_	_
33-4	BOI057	33	erano	erano	linguistic	none	_	_	_	_	_	_
33-5	BOI057	33	necessariamente	necessariamente	linguistic	none	_	_	_	_	_	_
33-6	BOI057	33	mie	mie	linguistic	none	_	_	_	_	_	_
33-7	BOI057	33	amiche	amiche	linguistic	none	_	_	_	_	_	_
33-8	BOI057	33	del	del	linguistic	none	_	_	_	_	_	_
33-9	BOI057	33	cuore	cuore	linguistic	none	_	End=109.305	_	_	_	_
34-0	BOI057	34	poi	poi	linguistic	none	_	Begin=110.507	_	_	_	_
34-1	BOI057	34	dopo	dopo	linguistic	none	_	_	_	_	_	_
34-2	BOI057	34	mi	mi	linguistic	none	_	_	_	_	_	_
34-3	BOI057	34	son	son	linguistic	none	_	_	_	_	_	_
34-4	BOI057	34	ridovuta	ridovuta	linguistic	none	_	_	_	_	_	_
34-5	BOI057	34	trasferire	trasferire	linguistic	none	_	_	_	_	_	_
34-6	BOI057	34	nella	nella	linguistic	none	_	_	_	_	_	_
34-7	BOI057	34	casa	casa	linguistic	none	_	_	_	_	_	_
34-8	BOI057	34	di	di	linguistic	none	_	_	_	_	_	_
34-9	BOI057	34	famiglia	famiglia	linguistic	none	_	_	_	_	_	_
34-10	BOI057	34	dove	dove	linguistic	none	_	_	_	_	_	_
34-11	BOI057	34	abito	abito	linguistic	none	_	_	_	_	_	_
34-12	BOI057	34	adesso	adesso	linguistic	none	_	End=115.28	_	_	_	_
35-0	BOI057	35	quindi	quindi	linguistic	none	_	Begin=115.62	_	_	_	_
35-1	BOI057	35	non	non	linguistic	none	_	_	_	_	_	_
35-2	BOI057	35	è	è	linguistic	none	_	_	_	_	_	_
35-3	BOI057	35	che	che	linguistic	none	_	_	_	_	_	_
35-4	BOI057	35	mi	mi	linguistic	none	_	_	_	_	_	_
35-5	BOI057	35	sono	sono	linguistic	none	_	_	_	_	_	_
35-6	BOI057	35	mossa	mossa	linguistic	none	_	_	_	_	_	_
35-7	BOI057	35	mai	mai	linguistic	none	_	_	_	_	_	_
35-8	BOI057	35	[troppo	troppo	linguistic	none	_	_	_	_	_	0-6(4)
35-9	BOI057	35	nella	nella	linguistic	none	_	_	_	_	_	0-5(4)
35-10	BOI057	35	vita]	vita	linguistic	none	_	End=118.19	_	_	_	0-4(4)
36-0	BOR009	36	[sei	sei	linguistic	none	_	Begin=117.65	_	_	_	0-3(4)
36-1	BOR009	36	sempre]	sempre	linguistic	none	_	_	_	_	_	0-6(4)
36-2	BOR009	36	questa	questa	linguistic	none	_	_	_	_	_	_
36-3	BOR009	36	zona	zona	linguistic	none	_	_	_	_	_	_
36-4	BOR009	36	comunque	comunque	linguistic	none	_	End=119.44	_	_	_	_
37-0	BOI057	37	ho	ho	linguistic	none	_	Begin=119.53	_	_	_	_
37-1	BOI057	37	delle	delle	linguistic	none	_	_	_	_	_	_
37-2	BOI057	37	radici	radici	linguistic	none	_	_	_	_	_	_
37-3	BOI057	37	attaccatissime	attaccatissime	linguistic	none	_	_	_	_	_	_
37-4	BOI057	37	((ride))	((ride))	nonverbalbehavior	none	_	_	_	_	_	_
37-5	BOI057	37	al	al	linguistic	none	_	_	_	_	_	_
37-6	BOI057	37	suolo	suolo	linguistic	none	_	End=123.27	_	_	_	_
38-0	BOR009	38	ma	ma	linguistic	none	_	Begin=124.2	_	_	_	_
38-1	BOR009	38	quindi:	quindi	linguistic	none	_	_	5x1	_	_	_
38-2	BOR009	38	nata	nata	linguistic	none	_	_	_	_	_	_
38-3	BOR009	38	sempre	sempre	linguistic	none	_	_	_	_	_	_
38-4	BOR009	38	pro~	pro~	linguistic	none	Interrupted=Yes	_	_	_	_	_
38-5	BOR009	38	m:h	mh	linguistic	none	_	_	0x1	_	_	_
38-6	BOR009	38	qua	qua	linguistic	none	_	_	_	_	_	_
38-7	BOR009	38	zona	zona	linguistic	none	_	_	_	_	_	_
38-8	BOR009	38	saragozza	saragozza	linguistic	none	_	_	_	_	_	_
38-9	BOR009	38	giusto?	giusto	linguistic	none	Intonation=Rising	End=127.99	_	_	_	_
39-0	BOI057	39	mhmh	mhmh	linguistic	none	_	Begin=128.28	_	_	_	_
39-1	BOI057	39	sì	sì	linguistic	none	_	End=129.257	_	_	_	_
40-0	BOR009	40	e	e	linguistic	none	_	Begin=129.66	_	_	_	_
40-1	BOR009	40	ti	ti	linguistic	none	_	_	_	_	_	_
40-2	BOR009	40	sei	sei	linguistic	none	_	_	_	_	_	_
40-3	BOR009	40	spostata	spostata	linguistic	none	_	_	_	_	_	_
40-4	BOR009	40	nella	nella	linguistic	none	_	_	_	_	_	_
40-5	BOR009	40	fase	fase	linguistic	none	_	_	_	_	_	_
40-6	BOR009	40	del::	del	linguistic	none	_	End=132.59	2x2	_	_	_
41-0	BOR009	41	che	che	linguistic	none	_	Begin=132.75	_	_	_	_
41-1	BOR009	41	che	che	linguistic	none	_	_	_	_	_	_
41-2	BOR009	41	momento	momento	linguistic	none	_	_	_	_	_	_
41-3	BOR009	41	a	a	linguistic	none	_	_	_	_	_	_
41-4	BOR009	41	me	me	linguistic	none	_	_	_	_	_	_
41-5	BOR009	41	verrebbe	verrebbe	linguistic	none	_	_	_	_	_	_
41-6	BOR009	41	da	da	linguistic	none	_	_	_	_	_	_
41-7	BOR009	41	dire:	dire	linguistic	none	_	_	3x1	_	_	_
41-8	BOR009	41	u~	u~	linguistic	none	Interrupted=Yes	_	_	_	_	_
41-9	BOR009	41	università?	università	linguistic	none	Intonation=Rising	End=136.45	_	_	_	_
42-0	BOI057	42	no	no	linguistic	none	_	Begin=136.53	_	_	_	_
42-1	BOI057	42	[xx]	x	unknown	none	_	End=137.16	_	_	_	0-2(5)
43-0	BOR009	43	[no]	no	linguistic	none	_	Begin=136.74|End=137.17	_	_	_	0-2(5)
44-0	BOR009	44	[dopo]	dopo	linguistic	none	_	Begin=137.76|End=138.16	_	_	_	0-4(6)
