token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
9-3	PKP130	9	a	a	linguistic	some	_	_	_	_	_	_
9-4	PKP130	9	scrittur	scrittur	linguistic	some	_	_	_	_	_	_
9-5	PKP130	9	ra	ra	linguistic	some	_	_	_	_	_	_
9-6	PKP130	9	dottoress	dottoress	linguistic	some	_	End=30.944	_	_	_	_
10-0	PKP130	10	>hai	hai	linguistic	none	_	Begin=32.91	_	Fast=0-3	_	_
10-1	PKP130	10	avviato<?	avviato	linguistic	none	Intonation=Rising	End=33.442	_	Fast=0-7	_	_
11-0	PKP125	11	sì	sì	linguistic	none	_	Begin=33.982|End=34.199	_	_	_	_
12-0	PKP130	12	AH	ah	linguistic	none	Volume=High	Begin=34.607	_	_	_	_
12-1	PKP130	12	hai	hai	linguistic	none	_	_	_	_	_	_
12-2	PKP130	12	cominciATO	cominciato	linguistic	none	Volume=High	End=35.394	_	_	_	_
13-0	PKP125	13	mhmh	mhmh	linguistic	none	_	Begin=35.598|End=35.934	_	_	_	_
14-0	PKP130	14	nie:nte	niente	linguistic	none	_	Begin=36.437	2x1	_	_	_
14-1	PKP130	14	la:~	la~	linguistic	none	Interrupted=Yes	_	1x1	_	_	_
14-2	PKP130	14	è	è	linguistic	none	_	_	_	_	_	_
14-3	PKP130	14	il	il	linguistic	none	_	_	_	_	_	_
14-4	PKP130	14	secondo	secondo	linguistic	none	_	_	_	_	_	_
14-5	PKP130	14	richiamo	richiamo	linguistic	none	_	_	_	_	_	_
14-6	PKP130	14	la	la	linguistic	none	_	_	_	_	_	_
14-7	PKP130	14	prima	prima	linguistic	none	_	_	_	_	_	_
14-8	PKP130	14	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
14-9	PKP130	14	ha	ha	linguistic	none	_	_	_	_	_	_
14-10	PKP130	14	fatta	fatta	linguistic	none	_	_	_	_	_	_
14-11	PKP130	14	il	il	linguistic	none	_	_	_	_	_	_
14-12	PKP130	14	quindici	quindici	linguistic	none	_	_	_	_	_	_
14-13	PKP130	14	giugno	giugno	linguistic	none	_	_	_	_	_	_
14-14	PKP130	14	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
14-15	PKP130	14	quando	quando	linguistic	none	_	_	_	_	_	_
14-16	PKP130	14	pianse	pianse	linguistic	none	_	_	_	_	_	_
14-17	PKP130	14	tutta	tutta	linguistic	none	_	_	_	_	_	_
14-18	PKP130	14	la	la	linguistic	none	_	_	_	_	_	_
14-19	PKP130	14	giornata	giornata	linguistic	none	_	End=41.727	_	_	_	_
15-0	PKP125	15	m:h	mh	linguistic	none	_	Begin=42.122|End=42.403	0x1	_	_	_
16-0	PKP125	16	quando	quando	linguistic	none	_	Begin=44.126	_	_	_	_
16-1	PKP125	16	si	si	linguistic	none	_	_	_	_	_	_
16-2	PKP125	16	fece	fece	linguistic	none	_	_	_	_	_	_
16-3	PKP125	16	il	il	linguistic	none	_	_	_	_	_	_
16-4	PKP125	16	bubbone?	bubbone	linguistic	none	Intonation=Rising	End=45.454	_	_	_	_
17-0	PKP130	17	E:SATTO	esatto	linguistic	none	Volume=High	Begin=45.656|End=46.303	0x1	_	_	_
18-0	PKP130	18	però	però	linguistic	none	_	Begin=47.373	_	_	_	_
18-1	PKP130	18	quelle	quelle	linguistic	none	_	_	_	_	_	_
18-2	PKP130	18	ne	ne	linguistic	none	_	_	_	_	_	_
18-3	PKP130	18	erano	erano	linguistic	none	_	_	_	_	_	_
18-4	PKP130	18	due	due	linguistic	none	_	_	_	_	_	_
18-5	PKP130	18	addirittura	addirittura	linguistic	none	_	End=49.007	_	_	_	_
19-0	PKP125	19	mh	mh	linguistic	none	_	Begin=49.685|End=49.97	_	_	_	_
20-0	PKP130	20	poi	poi	linguistic	none	_	Begin=49.974	_	_	_	_
20-1	PKP130	20	ne	ne	linguistic	none	_	_	_	_	_	_
20-2	PKP130	20	ha	ha	linguistic	none	_	_	_	_	_	_
20-3	PKP130	20	fatto	fatto	linguistic	none	_	_	_	_	_	_
20-4	PKP130	20	una	una	linguistic	none	_	_	_	_	_	_
20-5	PKP130	20	il	il	linguistic	none	_	_	_	_	_	_
20-6	PKP130	20	ventinove	ventinove	linguistic	none	_	_	_	_	_	_
20-7	PKP130	20	luglio,	luglio	linguistic	none	Intonation=weakly_rising	End=51.833	_	_	_	_
21-0	PKP130	21	e	e	linguistic	none	_	Begin=52.31	_	_	_	_
21-1	PKP130	21	però	però	linguistic	none	_	_	_	_	_	_
21-2	PKP130	21	non	non	linguistic	none	_	_	_	_	_	_
21-3	PKP130	21	ha	ha	linguistic	none	_	_	_	_	_	_
21-4	PKP130	21	pianto	pianto	linguistic	none	_	_	_	_	_	_
21-5	PKP130	21	c(io)e	cioe	linguistic	none	_	_	_	_	1-3(0)	_
21-6	PKP130	21	è	è	linguistic	none	_	_	_	_	_	_
21-7	PKP130	21	stato	stato	linguistic	none	_	_	_	_	_	_
21-8	PKP130	21	molto	molto	linguistic	none	_	_	_	_	_	_
21-9	PKP130	21	tranquillo.	tranquillo	linguistic	none	Intonation=Falling	_	_	_	_	_
21-10	PKP130	21	e	e	linguistic	none	_	_	_	_	_	_
21-11	PKP130	21	poi	poi	linguistic	none	_	_	_	_	_	_
21-12	PKP130	21	questa	questa	linguistic	none	_	_	_	_	_	_
21-13	PKP130	21	mattina	mattina	linguistic	none	_	_	_	_	_	_
21-14	PKP130	21	che	che	linguistic	none	_	_	_	_	_	_
21-15	PKP130	21	era	era	linguistic	none	_	_	_	_	_	_
21-16	PKP130	21	solo	solo	linguistic	none	_	_	_	_	_	_
21-17	PKP130	21	una	una	linguistic	none	_	End=56.199	_	_	_	_
22-0	PKP130	22	poi	poi	linguistic	none	_	Begin=56.34	_	_	_	_
22-1	PKP130	22	direttamente	direttamente	linguistic	none	_	_	_	_	_	_
22-2	PKP130	22	a	a	linguistic	none	_	_	_	_	_	_
22-3	PKP130	22	gennaio,	gennaio	linguistic	none	Intonation=weakly_rising	_	_	_	_	_
22-4	PKP130	22	e	e	linguistic	none	_	_	_	_	_	_
22-5	PKP130	22	il	il	linguistic	none	_	_	_	_	_	_
22-6	PKP130	22	primo	primo	linguistic	none	_	_	_	_	_	_
22-7	PKP130	22	marzo	marzo	linguistic	none	_	_	_	_	_	_
22-8	PKP130	22	dopo	dopo	linguistic	none	_	_	_	_	_	_
22-9	PKP130	22	il	il	linguistic	none	_	_	_	_	_	_
22-10	PKP130	22	compleanno	compleanno	linguistic	none	_	End=59.336	_	_	_	_
23-0	PKP125	23	mh	mh	linguistic	none	_	Begin=60.987|End=61.293	_	_	_	_
24-0	PKP130	24	sfortunatamente	sfortunatamente	linguistic	none	_	Begin=62.31	_	_	_	_
24-1	PKP130	24	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
24-2	PKP130	24	piange	piange	linguistic	none	_	_	_	_	_	_
24-3	PKP130	24	un	un	linguistic	none	_	_	_	_	_	_
24-4	PKP130	24	po'	po'	linguistic	none	_	End=63.9	_	_	_	_
25-0	PKP130	25	>PRIMA<	prima	linguistic	none	Volume=High	Begin=64.745|End=65.415	_	Fast=0-5	_	_
26-0	PKP130	26	non	non	linguistic	none	_	Begin=66.74	_	_	_	_
26-1	PKP130	26	piangeva	piangeva	linguistic	none	_	_	_	_	_	_
26-2	PKP130	26	neanche	neanche	linguistic	none	_	End=67.83	_	_	_	_
27-0	PKP125	27	ma	ma	linguistic	none	_	Begin=68.605	_	_	_	_
27-1	PKP125	27	quando	quando	linguistic	none	_	_	_	_	_	_
27-2	PKP125	27	gli	gli	linguistic	none	_	_	_	_	_	_
27-3	PKP125	27	fanno	fanno	linguistic	none	_	_	_	_	_	_
27-4	PKP125	27	la	la	linguistic	none	_	_	_	_	_	_
27-5	PKP125	27	siringa	siringa	linguistic	none	_	_	_	_	_	_
27-6	PKP125	27	piange?	piange	linguistic	none	Intonation=Rising	End=69.845	_	_	_	_
28-0	PKP130	28	M:H	mh	linguistic	none	Volume=High	Begin=69.92|End=70.33	0x1	_	_	_
29-0	PKP125	29	sì?	sì	linguistic	none	Intonation=Rising	Begin=71.375|End=71.625	_	_	_	_
30-0	PKP130	30	sì	sì	linguistic	none	_	Begin=71.7	_	_	_	_
30-1	PKP130	30	perché	perché	linguistic	none	_	_	_	_	_	_
30-2	PKP130	30	è	è	linguistic	none	_	_	_	_	_	_
30-3	PKP130	30	colto	colto	linguistic	none	_	_	_	_	_	_
30-4	PKP130	30	di	di	linguistic	none	_	_	_	_	_	_
30-5	PKP130	30	SORPRESA	sorpresa	linguistic	none	Volume=High	_	_	_	_	_
30-6	PKP130	30	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_
30-7	PKP130	30	improvviso	improvviso	linguistic	none	_	_	_	_	_	_
30-8	PKP130	30	PA:M	pam	linguistic	none	Volume=High	End=73.97	1x1	_	_	_
31-0	PKP130	31	>però<	però	linguistic	none	_	Begin=74.92	_	Fast=0-4	_	_
31-1	PKP130	31	oggi	oggi	linguistic	none	_	_	_	_	_	_
31-2	PKP130	31	c'	c'	linguistic	none	SpaceAfter=No	_	_	_	_	_
31-3	PKP130	31	era	era	linguistic	none	_	_	_	_	_	_
31-4	PKP130	31	una	una	linguistic	none	_	_	_	_	_	_
31-5	PKP130	31	dottoressa	dottoressa	linguistic	none	_	_	_	_	_	_
31-6	PKP130	31	giovane	giovane	linguistic	none	_	_	_	_	_	_
31-7	PKP130	31	più	più	linguistic	none	_	_	_	_	_	_
31-8	PKP130	31	<dolce>	dolce	linguistic	none	_	End=77.21	_	Slow=0-5	_	_
32-0	PKP125	32	m:h	mh	linguistic	none	_	Begin=78.385|End=78.675	0x1	_	_	_
33-0	PKP130	33	>ambé<	ambé	linguistic	none	_	Begin=79.77	_	Fast=0-4	_	_
33-1	PKP130	33	ti	ti	linguistic	none	_	_	_	_	_	_
33-2	PKP130	33	chiedono	chiedono	linguistic	none	_	_	_	_	_	_
33-3	PKP130	33	se	se	linguistic	none	_	_	_	_	_	_
33-4	PKP130	33	ha	ha	linguistic	none	_	_	_	_	_	_
33-5	PKP130	33	avuto	avuto	linguistic	none	_	_	_	_	_	_
33-6	PKP130	33	allergie	allergie	linguistic	none	_	_	_	_	_	_
33-7	PKP130	33	se	se	linguistic	none	_	_	_	_	_	_
33-8	PKP130	33	ha	ha	linguistic	none	_	_	_	_	_	_
33-9	PKP130	33	avuto	avuto	linguistic	none	_	_	_	_	_	_
33-10	PKP130	33	febbre.	febbre	linguistic	none	Intonation=Falling	End=82.06	_	_	_	_
34-0	PKP125	34	ma	ma	linguistic	none	_	Begin=82.56	_	_	_	_
34-1	PKP125	34	quello	quello	linguistic	none	_	_	_	_	_	_
34-2	PKP125	34	sulla	sulla	linguistic	none	_	_	_	_	_	_
34-3	PKP125	34	gamba	gamba	linguistic	none	_	_	_	_	_	_
34-4	PKP125	34	la	la	linguistic	none	_	_	_	_	_	_
34-5	PKP125	34	fanno	fanno	linguistic	none	_	_	_	_	_	_
34-6	PKP125	34	no?	no	linguistic	none	Intonation=Rising	End=83.79	_	_	_	_
35-0	PKP130	35	mhmh	mhmh	linguistic	none	_	Begin=83.91|End=84.35	_	_	_	_
36-0	PKP130	36	prima	prima	linguistic	none	_	Begin=87.07	_	_	_	_
36-1	PKP130	36	ti	ti	linguistic	none	_	_	_	_	_	_
36-2	PKP130	36	facevano	facevano	linguistic	none	_	_	_	_	_	_
36-3	PKP130	36	tira~	tira~	linguistic	none	Interrupted=Yes	_	_	_	_	_
36-4	PKP130	36	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
36-5	PKP130	36	tenere	tenere	linguistic	none	_	_	_	_	_	_
36-6	PKP130	36	le	le	linguistic	none	_	_	_	_	_	_
36-7	PKP130	36	gambe	gambe	linguistic	none	_	_	_	_	_	_
36-8	PKP130	36	ferme	ferme	linguistic	none	_	_	_	_	_	_
36-9	PKP130	36	invece	invece	linguistic	none	_	_	_	_	_	_
36-10	PKP130	36	o~	o~	linguistic	none	Interrupted=Yes	End=89.58	_	_	_	_
37-0	PKP130	37	oggi	oggi	linguistic	none	_	Begin=89.94	_	_	_	_
37-1	PKP130	37	mi	mi	linguistic	none	_	_	_	_	_	_
37-2	PKP130	37	hanno	hanno	linguistic	none	_	_	_	_	_	_
37-3	PKP130	37	detto:	detto	linguistic	none	_	End=90.77	4x1	_	_	_
38-0	PKP130	38	tenga	tenga	linguistic	none	_	Begin=92.52	_	_	_	_
38-1	PKP130	38	LE	le	linguistic	none	Volume=High	_	_	_	_	_
38-2	PKP130	38	MANI,	mani	linguistic	none	Intonation=weakly_rising|Volume=High	End=93.29	_	_	_	_
39-0	PKP125	39	mh	mh	linguistic	none	_	Begin=94.89|End=95.15	_	_	_	_
40-0	PKP130	40	così	così	linguistic	none	_	Begin=95.32	_	_	_	_
40-1	PKP130	40	lui	lui	linguistic	none	_	_	_	_	_	_
40-2	PKP130	40	guardava	guardava	linguistic	none	_	_	_	_	_	_
40-3	PKP130	40	ME	me	linguistic	none	Volume=High	End=96.27	_	_	_	_
41-0	PKP130	41	>capito<?	capito	linguistic	none	Intonation=Rising	Begin=96.43|End=96.89	_	Fast=0-6	_	_
42-0	PKP130	42	è	è	linguistic	none	_	Begin=99.495	_	_	_	_
42-1	PKP130	42	durato	durato	linguistic	none	_	_	_	_	_	_
42-2	PKP130	42	poco	poco	linguistic	none	_	End=100.125	_	_	_	_
43-0	PKP130	43	ha	ha	linguistic	none	_	Begin=101.115	_	_	_	_
43-1	PKP130	43	pianto	pianto	linguistic	none	_	_	_	_	_	_
43-2	PKP130	43	poco	poco	linguistic	none	_	End=101.785	_	_	_	_
44-0	PKP125	44	mh	mh	linguistic	none	_	Begin=102.625|End=102.845	_	_	_	_
45-0	PKP130	45	mo	mo	linguistic	none	_	Begin=104.25	_	_	_	_
45-1	PKP130	45	vediamo	vediamo	linguistic	none	_	_	_	_	_	_
45-2	PKP130	45	oggi	oggi	linguistic	none	_	_	_	_	_	_
45-3	PKP130	45	pomeriggio	pomeriggio	linguistic	none	_	_	_	_	_	_
45-4	PKP130	45	come	come	linguistic	none	_	_	_	_	_	_
45-5	PKP130	45	va	va	linguistic	none	_	_	_	_	_	_
45-6	PKP130	45	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
45-7	PKP130	45	MANGIATO	mangiato	linguistic	none	Volume=High	_	_	_	_	_
45-8	PKP130	45	TANTO	tanto	linguistic	none	Volume=High	End=106.7	_	_	_	_
46-0	PKP130	46	mangiato	mangiato	linguistic	none	_	Begin=107.09	_	_	_	_
46-1	PKP130	46	un	un	linguistic	none	_	_	_	_	_	_
46-2	PKP130	46	barattolino	barattolino	linguistic	none	_	_	_	_	_	_
46-3	PKP130	46	e	e	linguistic	none	_	_	_	_	_	_
46-4	PKP130	46	mezzo	mezzo	linguistic	none	_	_	_	_	_	_
46-5	PKP130	46	di	di	linguistic	none	_	_	_	_	_	_
46-6	PKP130	46	FRUTTA	frutta	linguistic	none	Volume=High	End=108.76	_	_	_	_
47-0	PKP125	47	mo	mo	linguistic	none	_	Begin=113.24	_	_	_	_
47-1	PKP125	47	domani	domani	linguistic	none	_	_	_	_	_	_
47-2	PKP125	47	non	non	linguistic	none	_	_	_	_	_	_
47-3	PKP125	47	te	te	linguistic	none	_	_	_	_	_	_
47-4	PKP125	47	lo	lo	linguistic	none	_	_	_	_	_	_
47-5	PKP125	47	porti	porti	linguistic	none	_	_	_	_	_	_
47-6	PKP125	47	al	al	linguistic	none	_	_	_	_	_	_
47-7	PKP125	47	matrimonio	matrimonio	linguistic	none	_	_	_	_	_	_
47-8	PKP125	47	no?	no	linguistic	none	Intonation=Rising	End=114.82	_	_	_	_
48-0	PKP130	48	eh	eh	linguistic	none	_	Begin=114.995	_	_	_	_
48-1	PKP130	48	n:o	no	linguistic	none	_	End=115.455	0x1	_	_	_
49-0	PKP130	49	va	va	linguistic	none	_	Begin=118.04	_	_	_	_
49-1	PKP130	49	beh	beh	linguistic	none	_	_	_	_	_	_
49-2	PKP130	49	se	se	linguistic	none	_	_	_	_	_	_
49-3	PKP130	49	fosse	fosse	linguistic	none	_	_	_	_	_	_
49-4	PKP130	49	stato	stato	linguistic	none	_	_	_	_	_	_
49-5	PKP130	49	di	di	linguistic	none	_	_	_	_	_	_
49-6	PKP130	49	mattina	mattina	linguistic	none	_	_	_	_	_	_
49-7	PKP130	49	tanto	tanto	linguistic	none	_	_	_	_	_	_
49-8	PKP130	49	quanto	quanto	linguistic	none	_	End=120.2	_	_	_	_
50-0	PKP130	50	ma	ma	linguistic	none	_	Begin=120.745	_	_	_	_
50-1	PKP130	50	alle	alle	linguistic	none	_	_	_	_	_	_
50-2	PKP130	50	cinque	cinque	linguistic	none	_	_	_	_	_	_
50-3	PKP130	50	e	e	linguistic	none	_	_	_	_	_	_
50-4	PKP130	50	mezza	mezza	linguistic	none	_	_	_	_	_	_
50-5	PKP130	50	devo	devo	linguistic	none	_	_	_	_	_	_
50-6	PKP130	50	stare	stare	linguistic	none	_	_	_	_	_	_
50-7	PKP130	50	a	a	linguistic	none	_	_	_	_	_	_
50-8	PKP130	50	villa	villa	linguistic	none	_	_	_	_	_	_
50-9	PKP130	50	di	di	linguistic	none	_	_	_	_	_	_
50-10	PKP130	50	briano	briano	linguistic	none	_	End=122.785	_	_	_	_
51-0	PKP130	51	POI	poi	linguistic	none	Volume=High	Begin=123.89	_	_	_	_
51-1	PKP130	51	DEVO	devo	linguistic	none	Volume=High	_	_	_	_	_
51-2	PKP130	51	ANDARE	andare	linguistic	none	Volume=High	_	_	_	_	_
51-3	PKP130	51	a	a	linguistic	none	_	_	_	_	_	_
51-4	PKP130	51	ruviano	ruviano	linguistic	none	_	End=125.25	_	_	_	_
52-0	PKP130	52	c(io)è	cioè	linguistic	none	_	Begin=126.995|End=127.215	_	_	1-3(0)	_
53-0	PKP130	53	mo	mo	linguistic	none	_	Begin=129.21	_	_	_	_
53-1	PKP130	53	è	è	linguistic	none	_	_	_	_	_	_
53-2	PKP130	53	LONTANUCCIO	lontanuccio	linguistic	none	Volume=High	_	_	_	_	_
53-3	PKP130	53	EH	eh	linguistic	none	Volume=High	_	_	_	_	_
53-4	PKP130	53	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
53-5	PKP130	53	è	è	linguistic	none	_	_	_	_	_	_
53-6	PKP130	53	un	un	linguistic	none	_	_	_	_	_	_
53-7	PKP130	53	paese	paese	linguistic	none	_	_	_	_	_	_
53-8	PKP130	53	di	di	linguistic	none	_	_	_	_	_	_
53-9	PKP130	53	montagna	montagna	linguistic	none	_	End=131.67	_	_	_	_
54-0	PKP130	54	pensa	pensa	linguistic	none	_	Begin=137.015	_	_	_	_
54-1	PKP130	54	che	che	linguistic	none	_	_	_	_	_	_
54-2	PKP130	54	non	non	linguistic	none	_	_	_	_	_	_
54-3	PKP130	54	ci	ci	linguistic	none	_	_	_	_	_	_
54-4	PKP130	54	sarà	sarà	linguistic	none	_	_	_	_	_	_
54-5	PKP130	54	neanche	neanche	linguistic	none	_	_	_	_	_	_
54-6	PKP130	54	il	il	linguistic	none	_	_	_	_	_	_
54-7	PKP130	54	lancio	lancio	linguistic	none	_	_	_	_	_	_
54-8	PKP130	54	del	del	linguistic	none	_	_	_	_	_	_
54-9	PKP130	54	riso	riso	linguistic	none	_	End=138.935	_	_	_	_
55-0	PKP125	55	((ride))	((ride))	nonverbalbehavior	none	_	Begin=139.53|End=139.74	_	_	_	_
56-0	PKP130	56	che	che	linguistic	none	_	Begin=140.46	_	_	_	_
56-1	PKP130	56	matrimonio	matrimonio	linguistic	none	_	_	_	_	_	_
56-2	PKP130	56	eh?	eh	linguistic	none	Intonation=Rising	End=141.53	_	_	_	_
57-0	PKP130	57	((ride))	((ride))	nonverbalbehavior	none	_	Begin=142.67|End=143.07	_	_	_	_
58-0	PKP125	58	ma	ma	linguistic	none	_	Begin=143.565	_	_	_	_
58-1	PKP125	58	per	per	linguistic	none	_	_	_	_	_	_
58-2	PKP125	58	evitare	evitare	linguistic	none	_	_	_	_	_	_
58-3	PKP125	58	che	che	linguistic	none	_	_	_	_	_	_
58-4	PKP125	58	[si	si	linguistic	none	_	_	_	_	_	0-2(1)
58-5	PKP125	58	dif]fonda	diffonda	linguistic	none	_	_	_	_	_	0-3(1)
58-6	PKP125	58	IL	il	linguistic	none	Volume=High	_	_	_	_	_
58-7	PKP125	58	VIRUS?	virus	linguistic	none	Intonation=Rising|Volume=High	End=145.51	_	_	_	_
59-0	PKP130	59	[mh]	mh	linguistic	none	_	Begin=144.45|End=144.74	_	_	_	0-2(1)
60-0	PKP125	60	non	non	linguistic	none	_	Begin=145.6	_	_	_	_
60-1	PKP125	60	ho	ho	linguistic	none	_	_	_	_	_	_
60-2	PKP125	60	[capito]	capito	linguistic	none	_	End=146.35	_	_	_	0-6(2)
61-0	PKP130	61	[ah	ah	linguistic	none	_	Begin=145.84	_	_	_	0-2(2)
61-1	PKP130	61	sì]	sì	linguistic	none	_	End=146.32	_	_	_	0-2(2)
62-0	PKP130	62	perché	perché	linguistic	none	_	Begin=146.975	_	_	_	_
62-1	PKP130	62	non	non	linguistic	none	_	_	_	_	_	_
62-2	PKP130	62	possono	possono	linguistic	none	_	_	_	_	_	_
62-3	PKP130	62	dare	dare	linguistic	none	_	_	_	_	_	_
62-4	PKP130	62	gli	gli	linguistic	none	_	_	_	_	_	_
62-5	PKP130	62	auguri	auguri	linguistic	none	_	_	_	_	_	_
62-6	PKP130	62	agli	agli	linguistic	none	_	_	_	_	_	_
62-7	PKP130	62	sposi	sposi	linguistic	none	_	End=148.825	_	_	_	_
63-0	PKP125	63	ma	ma	linguistic	none	_	Begin=148.945	_	_	_	_
63-1	PKP125	63	quelli	quelli	linguistic	none	_	_	_	_	_	_
63-2	PKP125	63	ci	ci	linguistic	none	_	_	_	_	_	_
63-3	PKP125	63	sono	sono	linguistic	none	_	_	_	_	_	_
63-4	PKP125	63	stati	stati	linguistic	none	_	_	_	_	_	_
63-5	PKP125	63	un	un	linguistic	none	_	_	_	_	_	_
63-6	PKP125	63	sacco	sacco	linguistic	none	_	_	_	_	_	_
63-7	PKP125	63	di	di	linguistic	none	_	_	_	_	_	_
63-8	PKP125	63	casi	casi	linguistic	none	_	_	_	_	_	_
63-9	PKP125	63	di:	di	linguistic	none	_	_	1x1	_	_	_
63-10	PKP125	63	mh	mh	linguistic	none	_	End=150.965	_	_	_	_
64-0	PKP125	64	matrimoni	matrimoni	linguistic	none	_	Begin=151.64	_	_	_	_
64-1	PKP125	64	rovinati	rovinati	linguistic	none	_	_	_	_	_	_
64-2	PKP125	64	da::	da	linguistic	none	_	End=153.07	1x2	_	_	_
65-0	PKP130	65	a	a	linguistic	none	_	Begin=153.12	_	_	_	_
65-1	PKP130	65	villa	villa	linguistic	none	_	_	_	_	_	_
65-2	PKP130	65	di	di	linguistic	none	_	_	_	_	_	_
65-3	PKP130	65	briano	briano	linguistic	none	_	_	_	_	_	_
65-4	PKP130	65	quattro.	quattro	linguistic	none	Intonation=Falling	End=154.53	_	_	_	_
66-0	PKP130	66	infatti	infatti	linguistic	none	_	Begin=155.91	_	_	_	_
66-1	PKP130	66	federica	federica	linguistic	none	_	_	_	_	_	_
66-2	PKP130	66	secondo	secondo	linguistic	none	_	_	_	_	_	_
66-3	PKP130	66	me	me	linguistic	none	_	_	_	_	_	_
66-4	PKP130	66	doveva	doveva	linguistic	none	_	_	_	_	_	_
66-5	PKP130	66	rinviare	rinviare	linguistic	none	_	_	_	_	_	_
66-6	PKP130	66	[tutto]	tutto	linguistic	none	_	_	_	_	_	0-5(3)
66-7	PKP130	66	all'	all'	linguistic	none	SpaceAfter=No	_	_	_	_	_
66-8	PKP130	66	anno	anno	linguistic	none	_	_	_	_	_	_
66-9	PKP130	66	prossimo	prossimo	linguistic	none	_	End=158.25	_	_	_	_
67-0	PKP125	67	[eh]	eh	linguistic	none	_	Begin=157.515|End=157.815	_	_	_	0-2(3)
68-0	PKP125	68	ma	ma	linguistic	none	_	Begin=159.945	_	_	_	_
68-1	PKP125	68	infatti	infatti	linguistic	none	_	_	_	_	_	_
68-2	PKP125	68	perché	perché	linguistic	none	_	_	_	_	_	_
68-3	PKP125	68	marce'	marce'	linguistic	none	Truncated=Yes	End=161.015	_	_	_	_
69-0	PKP125	69	già	già	linguistic	none	_	Begin=161.765	_	_	_	_
69-1	PKP125	69	aveva	aveva	linguistic	none	_	_	_	_	_	_
69-2	PKP125	69	prenotato	prenotato	linguistic	none	_	_	_	_	_	_
69-3	PKP125	69	tutto?	tutto	linguistic	none	Intonation=Rising	End=162.965	_	_	_	_
70-0	PKP125	70	aveva	aveva	linguistic	none	_	Begin=163.79	_	_	_	_
70-1	PKP125	70	tutto	tutto	linguistic	none	_	_	_	_	_	_
