token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
4-1	BOR036	4	un	un	linguistic	none	_	_	_	_	_	_
4-2	BOR036	4	po'	po'	linguistic	none	_	_	_	_	_	_
4-3	BOR036	4	di	di	linguistic	none	_	_	_	_	_	_
4-4	BOR036	4	ricordi	ricordi	linguistic	none	_	_	_	_	_	_
4-5	BOR036	4	di::	di	linguistic	none	_	End=16.224	1x2	_	_	_
5-0	BOR036	5	non	non	linguistic	none	_	Begin=18.49	_	_	_	_
5-1	BOR036	5	di	di	linguistic	none	_	_	_	_	_	_
5-2	BOR036	5	opinioni	opinioni	linguistic	none	_	_	_	_	_	_
5-3	BOR036	5	in	in	linguistic	none	_	_	_	_	_	_
5-4	BOR036	5	senso	senso	linguistic	none	_	_	_	_	_	_
5-5	BOR036	5	stretto	stretto	linguistic	none	_	_	_	_	_	_
5-6	BOR036	5	però	però	linguistic	none	_	_	_	_	_	_
5-7	BOR036	5	appunto	appunto	linguistic	none	_	_	_	_	_	_
5-8	BOR036	5	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
5-9	BOR036	5	di	di	linguistic	none	_	_	_	_	_	_
5-10	BOR036	5	ricordi	ricordi	linguistic	none	_	_	_	_	_	_
5-11	BOR036	5	legati	legati	linguistic	none	_	_	_	_	_	_
5-12	BOR036	5	alla	alla	linguistic	none	_	_	_	_	_	_
5-13	BOR036	5	città	città	linguistic	none	_	_	_	_	_	_
5-14	BOR036	5	di	di	linguistic	none	_	_	_	_	_	_
5-15	BOR036	5	il	il	linguistic	none	_	_	_	_	_	_
5-16	BOR036	5	tuo	tuo	linguistic	none	_	_	_	_	_	_
5-17	BOR036	5	trascorso	trascorso	linguistic	none	_	_	_	_	_	_
5-18	BOR036	5	nella	nella	linguistic	none	_	_	_	_	_	_
5-19	BOR036	5	città	città	linguistic	none	_	End=24.456	_	_	_	_
6-0	BOR036	6	quindi	quindi	linguistic	none	_	Begin=24.638	_	_	_	_
6-1	BOR036	6	non	non	linguistic	none	_	_	_	_	_	_
6-2	BOR036	6	lo	lo	linguistic	none	_	_	_	_	_	_
6-3	BOR036	6	so	so	linguistic	none	_	_	_	_	_	_
6-4	BOR036	6	tu	tu	linguistic	none	_	_	_	_	_	_
6-5	BOR036	6	sei	sei	linguistic	none	_	_	_	_	_	_
6-6	BOR036	6	nato	nato	linguistic	none	_	_	_	_	_	_
6-7	BOR036	6	qui::	qui	linguistic	none	_	_	2x2	_	_	_
6-8	BOR036	6	sei	sei	linguistic	none	_	_	_	_	_	_
6-9	BOR036	6	nato	nato	linguistic	none	_	_	_	_	_	_
6-10	BOR036	6	fuori	fuori	linguistic	none	_	End=28.04	_	_	_	_
7-0	BOI101	7	allora	allora	linguistic	none	_	Begin=28.212	_	_	_	_
7-1	BOI101	7	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
7-2	BOI101	7	sono	sono	linguistic	none	_	_	_	_	_	_
7-3	BOI101	7	nato	nato	linguistic	none	_	_	_	_	_	_
7-4	BOI101	7	a	a	linguistic	none	_	_	_	_	_	_
7-5	BOI101	7	castel	castel	linguistic	none	_	_	_	_	_	_
7-6	BOI101	7	san	san	linguistic	none	_	_	_	_	_	_
7-7	BOI101	7	pietro,	pietro	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
7-8	BOI101	7	precisamente	precisamente	linguistic	none	_	End=31.29	_	_	_	_
8-0	BOI101	8	quindi	quindi	linguistic	none	_	Begin=31.476	_	_	_	_
8-1	BOI101	8	in	in	linguistic	none	_	_	_	_	_	_
8-2	BOI101	8	provincia	provincia	linguistic	none	_	End=32.465	_	_	_	_
9-0	BOI101	9	ho	ho	linguistic	none	_	Begin=33.135	_	_	_	_
9-1	BOI101	9	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
9-2	BOI101	9	gran	gran	linguistic	none	_	_	_	_	_	_
9-3	BOI101	9	parte	parte	linguistic	none	_	_	_	_	_	_
9-4	BOI101	9	della	della	linguistic	none	_	_	_	_	_	_
9-5	BOI101	9	mia	mia	linguistic	none	_	_	_	_	_	_
9-6	BOI101	9	vita	vita	linguistic	none	_	_	_	_	_	_
9-7	BOI101	9	quindi	quindi	linguistic	none	_	_	_	_	_	_
9-8	BOI101	9	fino	fino	linguistic	none	_	_	_	_	_	_
9-9	BOI101	9	ai	ai	linguistic	none	_	_	_	_	_	_
9-10	BOI101	9	ventitre	ventitre	linguistic	none	_	_	_	_	_	_
9-11	BOI101	9	ventiquattro	ventiquattro	linguistic	none	_	_	_	_	_	_
9-12	BOI101	9	anni:	anni	linguistic	none	_	End=38.049	3x1	_	_	_
10-0	BOI101	10	a:	a	linguistic	none	_	Begin=38.2	0x1	_	_	_
10-1	BOI101	10	budrio,	budrio	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
10-2	BOI101	10	cioè	cioè	linguistic	none	_	_	_	_	_	_
10-3	BOI101	10	prunaro	prunaro	linguistic	none	_	_	_	_	_	_
10-4	BOI101	10	per	per	linguistic	none	_	_	_	_	_	_
10-5	BOI101	10	la	la	linguistic	none	_	_	_	_	_	_
10-6	BOI101	10	precisione,	precisione	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
10-7	BOI101	10	una	una	linguistic	none	_	_	_	_	_	_
10-8	BOI101	10	[fra]zione	frazione	linguistic	none	_	_	_	_	_	0-3(0)
10-9	BOI101	10	di	di	linguistic	none	_	_	_	_	_	_
10-10	BOI101	10	budrio	budrio	linguistic	none	_	_	_	_	_	_
10-11	BOI101	10	quindi	quindi	linguistic	none	_	_	_	_	_	_
10-12	BOI101	10	sempre	sempre	linguistic	none	_	_	_	_	_	_
10-13	BOI101	10	in	in	linguistic	none	_	_	_	_	_	_
10-14	BOI101	10	provincia,	provincia	linguistic	none	Intonation=WeaklyRising	End=43.041	_	_	_	_
11-0	BOR036	11	[mhmh]	mhmh	linguistic	none	_	Begin=40.7|End=41.07	_	_	_	0-4(0)
12-0	BOI101	12	e,	e	linguistic	none	Intonation=WeaklyRising	Begin=43.854	_	_	_	_
12-1	BOI101	12	mi	mi	linguistic	none	_	_	_	_	_	_
12-2	BOI101	12	son	son	linguistic	none	_	_	_	_	_	_
12-3	BOI101	12	trasferito::	trasferito	linguistic	none	_	_	9x2	_	_	_
12-4	BOI101	12	più	più	linguistic	none	_	_	_	_	_	_
12-5	BOI101	12	di	di	linguistic	none	_	_	_	_	_	_
12-6	BOI101	12	otto	otto	linguistic	none	_	_	_	_	_	_
12-7	BOI101	12	anni	anni	linguistic	none	_	_	_	_	_	_
12-8	BOI101	12	fa	fa	linguistic	none	_	_	_	_	_	_
12-9	BOI101	12	ormai	ormai	linguistic	none	_	_	_	_	_	_
12-10	BOI101	12	cioè	cioè	linguistic	none	_	_	_	_	_	_
12-11	BOI101	12	otto	otto	linguistic	none	_	_	_	_	_	_
12-12	BOI101	12	anni	anni	linguistic	none	_	_	_	_	_	_
12-13	BOI101	12	fa	fa	linguistic	none	_	End=49.528	_	_	_	_
13-0	BOI101	13	e:hm	ehm	linguistic	none	_	Begin=50.066	0x1	_	_	_
13-1	BOI101	13	qui	qui	linguistic	none	_	_	_	_	_	_
13-2	BOI101	13	a	a	linguistic	none	_	_	_	_	_	_
13-3	BOI101	13	bologna	bologna	linguistic	none	_	End=51.172	_	_	_	_
14-0	BOI101	14	quindi	quindi	linguistic	none	_	Begin=51.474	_	_	_	_
14-1	BOI101	14	vivo:	vivo	linguistic	none	_	_	3x1	_	_	_
14-2	BOI101	14	qui	qui	linguistic	none	_	_	_	_	_	_
14-3	BOI101	14	a	a	linguistic	none	_	_	_	_	_	_
14-4	BOI101	14	bologna	bologna	linguistic	none	_	_	_	_	_	_
14-5	BOI101	14	[da:]	da	linguistic	none	_	_	1x1	_	_	0-2(2)
14-6	BOI101	14	precis~	precis~	linguistic	none	Interrupted=Yes	_	_	_	_	_
14-7	BOI101	14	cioè	cioè	linguistic	none	_	_	_	_	_	_
14-8	BOI101	14	proprio	proprio	linguistic	none	_	_	_	_	_	_
14-9	BOI101	14	in	in	linguistic	none	_	_	_	_	_	_
14-10	BOI101	14	città	città	linguistic	none	_	_	_	_	_	_
14-11	BOI101	14	da::	da	linguistic	none	_	_	1x2	_	_	_
14-12	BOI101	14	otto	otto	linguistic	none	_	_	_	_	_	_
14-13	BOI101	14	[anni]	anni	linguistic	none	_	End=55.59	_	_	_	0-4(1)
15-0	BOR036	15	[qui~]	qui~	linguistic	none	Interrupted=Yes	Begin=52.72|End=53.06	_	_	_	0-4(2)
16-0	BOR036	16	[okay]	okay	linguistic	none	_	Begin=54.96|End=55.59	_	_	_	0-4(1)
17-0	BOR036	17	emh:	emh	linguistic	none	_	Begin=56.005	2x1	_	_	_
17-1	BOR036	17	il:	il	linguistic	none	_	_	1x1	_	_	_
17-2	BOR036	17	il	il	linguistic	none	_	_	_	_	_	_
17-3	BOR036	17	vivere	vivere	linguistic	none	_	_	_	_	_	_
17-4	BOR036	17	fuori	fuori	linguistic	none	_	_	_	_	_	_
17-5	BOR036	17	così	così	linguistic	none	_	End=59.11	_	_	_	_
18-0	BOR036	18	mh	mh	linguistic	none	_	Begin=59.593	_	_	_	_
18-1	BOR036	18	com'	com'	linguistic	none	SpaceAfter=No	_	_	_	_	_
18-2	BOR036	18	è	è	linguistic	none	_	_	_	_	_	_
18-3	BOR036	18	stata	stata	linguistic	none	_	_	_	_	_	_
18-4	BOR036	18	la	la	linguistic	none	_	_	_	_	_	_
18-5	BOR036	18	tua	tua	linguistic	none	_	_	_	_	_	_
18-6	BOR036	18	inf~	inf~	linguistic	none	Interrupted=Yes	_	_	_	_	_
18-7	BOR036	18	insomma	insomma	linguistic	none	_	_	_	_	_	_
18-8	BOR036	18	non	non	linguistic	none	_	_	_	_	_	_
18-9	BOR036	18	infanzia	infanzia	linguistic	none	_	_	_	_	_	_
18-10	BOR036	18	perché	perché	linguistic	none	_	_	_	_	_	_
18-11	BOR036	18	però	però	linguistic	none	_	_	_	_	_	_
18-12	BOR036	18	il	il	linguistic	none	_	_	_	_	_	_
18-13	BOR036	18	periodo	periodo	linguistic	none	_	_	_	_	_	_
18-14	BOR036	18	che	che	linguistic	none	_	_	_	_	_	_
18-15	BOR036	18	hai	hai	linguistic	none	_	_	_	_	_	_
18-16	BOR036	18	vissuto	vissuto	linguistic	none	_	_	_	_	_	_
18-17	BOR036	18	fuori	fuori	linguistic	none	_	_	_	_	_	_
18-18	BOR036	18	è:	è	linguistic	none	_	End=65.574	0x1	_	_	_
19-0	BOI101	19	allora	allora	linguistic	none	_	Begin=66.212	_	_	_	_
19-1	BOI101	19	cioè	cioè	linguistic	none	_	_	_	_	_	_
19-2	BOI101	19	mh:	mh	linguistic	none	_	_	1x1	_	_	_
19-3	BOI101	19	il	il	linguistic	none	_	_	_	_	_	_
19-4	BOI101	19	vantaggio	vantaggio	linguistic	none	_	_	_	_	_	_
19-5	BOI101	19	di	di	linguistic	none	_	_	_	_	_	_
19-6	BOI101	19	vivere	vivere	linguistic	none	_	_	_	_	_	_
19-7	BOI101	19	fuori,	fuori	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
19-8	BOI101	19	vabbè	vabbè	linguistic	none	_	_	_	_	_	_
19-9	BOI101	19	io	io	linguistic	none	_	_	_	_	_	_
19-10	BOI101	19	vivevo	vivevo	linguistic	none	_	_	_	_	_	_
19-11	BOI101	19	in	in	linguistic	none	_	_	_	_	_	_
19-12	BOI101	19	aperta	aperta	linguistic	none	_	_	_	_	_	_
19-13	BOI101	19	campagna	campagna	linguistic	none	_	End=70.63	_	_	_	_
20-0	BOI101	20	quindi	quindi	linguistic	none	_	Begin=70.694	_	_	_	_
20-1	BOI101	20	proprio	proprio	linguistic	none	_	_	_	_	_	_
20-2	BOI101	20	in	in	linguistic	none	_	_	_	_	_	_
20-3	BOI101	20	mezzo	mezzo	linguistic	none	_	_	_	_	_	_
20-4	BOI101	20	alla	alla	linguistic	none	_	_	_	_	_	_
20-5	BOI101	20	natura,	natura	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
20-6	BOI101	20	e	e	linguistic	none	_	_	_	_	_	_
20-7	BOI101	20	tutto	tutto	linguistic	none	_	End=72.607	_	_	_	_
21-0	BOI101	21	e::	e	linguistic	none	_	Begin=73.28	0x2	_	_	_
21-1	BOI101	21	quindi:	quindi	linguistic	none	_	_	5x1	_	_	_
21-2	BOI101	21	non	non	linguistic	none	_	_	_	_	_	_
21-3	BOI101	21	mi	mi	linguistic	none	_	_	_	_	_	_
21-4	BOI101	21	dispiaceva	dispiaceva	linguistic	none	_	_	_	_	_	_
21-5	BOI101	21	in	in	linguistic	none	_	_	_	_	_	_
21-6	BOI101	21	realtà	realtà	linguistic	none	_	End=77.13	_	_	_	_
22-0	BOI101	22	e::	e	linguistic	none	_	Begin=77.54	0x2	_	_	_
22-1	BOI101	22	eh	eh	linguistic	none	_	_	_	_	_	_
22-2	BOI101	22	l'	l'	linguistic	none	SpaceAfter=No	_	_	_	_	_
22-3	BOI101	22	ho	ho	linguistic	none	_	_	_	_	_	_
22-4	BOI101	22	l~	l~	linguistic	none	Interrupted=Yes	_	_	_	_	_
22-5	BOI101	22	iniziato	iniziato	linguistic	none	_	_	_	_	_	_
22-6	BOI101	22	a	a	linguistic	none	_	_	_	_	_	_
22-7	BOI101	22	trovare	trovare	linguistic	none	_	_	_	_	_	_
22-8	BOI101	22	scomoda,	scomoda	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
22-9	BOI101	22	la	la	linguistic	none	_	_	_	_	_	_
22-10	BOI101	22	provincia	provincia	linguistic	none	_	_	_	_	_	_
22-11	BOI101	22	quando	quando	linguistic	none	_	_	_	_	_	_
22-12	BOI101	22	>ho	ho	linguistic	none	_	_	_	Fast=0-2	_	_
22-13	BOI101	22	iniziato<	iniziato	linguistic	none	_	_	_	Fast=0-8	_	_
22-14	BOI101	22	a	a	linguistic	none	_	_	_	_	_	_
22-15	BOI101	22	lavorare	lavorare	linguistic	none	_	_	_	_	_	_
22-16	BOI101	22	a	a	linguistic	none	_	_	_	_	_	_
22-17	BOI101	22	bologna	bologna	linguistic	none	_	End=82.114	_	_	_	_
23-0	BOI101	23	quindi:	quindi	linguistic	none	_	Begin=82.384	5x1	_	_	_
23-1	BOI101	23	a	a	linguistic	none	_	_	_	_	_	_
23-2	BOI101	23	dovermi	dovermi	linguistic	none	_	_	_	_	_	_
23-3	BOI101	23	fare	fare	linguistic	none	_	_	_	_	_	_
23-4	BOI101	23	ogni	ogni	linguistic	none	_	_	_	_	_	_
23-5	BOI101	23	[volta]	volta	linguistic	none	_	_	_	_	_	0-5(3)
23-6	BOI101	23	in	in	linguistic	none	_	_	_	_	_	_
23-7	BOI101	23	macchina	macchina	linguistic	none	_	_	_	_	_	_
23-8	BOI101	23	o	o	linguistic	none	_	_	_	_	_	_
23-9	BOI101	23	prendere	prendere	linguistic	none	_	_	_	_	_	_
23-10	BOI101	23	autobus	autobus	linguistic	none	_	_	_	_	_	_
23-11	BOI101	23	corriere	corriere	linguistic	none	_	_	_	_	_	_
23-12	BOI101	23	eccetera	eccetera	linguistic	none	_	_	_	_	_	_
23-13	BOI101	23	per	per	linguistic	none	_	_	_	_	_	_
23-14	BOI101	23	poter	poter	linguistic	none	_	_	_	_	_	_
23-15	BOI101	23	potermi	potermi	linguistic	none	_	_	_	_	_	_
23-16	BOI101	23	muovere	muovere	linguistic	none	_	End=88.781	_	_	_	_
24-0	BOR036	24	[mhmh]	mhmh	linguistic	none	_	Begin=84.387|End=84.694	_	_	_	0-4(3)
25-0	BOI101	25	quindi,	quindi	linguistic	none	Intonation=WeaklyRising	Begin=89.6	_	_	_	_
25-1	BOI101	25	ho	ho	linguistic	none	_	_	_	_	_	_
25-2	BOI101	25	iniziato	iniziato	linguistic	none	_	_	_	_	_	_
25-3	BOI101	25	a	a	linguistic	none	_	_	_	_	_	_
25-4	BOI101	25	trovare	trovare	linguistic	none	_	_	_	_	_	_
25-5	BOI101	25	già	già	linguistic	none	_	_	_	_	_	_
25-6	BOI101	25	più	più	linguistic	none	_	_	_	_	_	_
25-7	BOI101	25	scomoda	scomoda	linguistic	none	_	_	_	_	_	_
25-8	BOI101	25	(.)	[PAUSE]	shortpause	none	_	_	_	_	_	_
25-9	BOI101	25	la:	la	linguistic	none	_	_	1x1	_	_	_
25-10	BOI101	25	campagna	campagna	linguistic	none	_	_	_	_	_	_
25-11	BOI101	25	e	e	linguistic	none	_	_	_	_	_	_
25-12	BOI101	25	il	il	linguistic	none	_	_	_	_	_	_
25-13	BOI101	25	bello	bello	linguistic	none	_	_	_	_	_	_
25-14	BOI101	25	sperduto	sperduto	linguistic	none	_	_	_	_	_	_
25-15	BOI101	25	del	del	linguistic	none	_	_	_	_	_	_
25-16	BOI101	25	mondo	mondo	linguistic	none	_	End=95.483	_	_	_	_
26-0	BOR036	26	ah	ah	linguistic	none	_	Begin=95.545	_	_	_	_
26-1	BOR036	26	comunque,	comunque	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
26-2	BOR036	26	è	è	linguistic	none	_	_	_	_	_	_
26-3	BOR036	26	[molto]	molto	linguistic	none	_	_	_	_	_	0-5(4)
26-4	BOR036	26	lontano:	lontano	linguistic	none	_	_	6x1	_	_	_
26-5	BOR036	26	o:	o	linguistic	none	_	_	0x1	_	_	_
26-6	BOR036	26	no	no	linguistic	none	_	End=98.651	_	_	_	_
27-0	BOI101	27	[eh::]	eh	linguistic	none	_	Begin=96.5|End=97.267	1x2	_	_	0-2(4)
28-0	BOR036	28	[perché	perché	linguistic	none	_	Begin=98.689	_	_	_	0-6(5)
28-1	BOR036	28	non	non	linguistic	none	_	_	_	_	_	0-3(5)
28-2	BOR036	28	lo	lo	linguistic	none	_	_	_	_	_	0-2(5)
28-3	BOR036	28	so]	so	linguistic	none	_	End=99.597	_	_	_	0-2(5)
29-0	BOI101	29	[allora]	allora	linguistic	none	_	Begin=98.691|End=99.594	_	_	_	0-6(5)
30-0	BOI101	30	eh::	eh	linguistic	none	_	Begin=100.418	1x2	_	_	_
30-1	BOI101	30	in	in	linguistic	none	_	_	_	_	_	_
30-2	BOI101	30	macchina,	macchina	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
30-3	BOI101	30	s~	s~	linguistic	none	Interrupted=Yes	_	_	_	_	_
30-4	BOI101	30	mh	mh	linguistic	none	_	End=102.653	_	_	_	_
31-0	BOI101	31	traffico	traffico	linguistic	none	_	Begin=103.367	_	_	_	_
31-1	BOI101	31	permettendo	permettendo	linguistic	none	_	_	_	_	_	_
31-2	BOI101	31	liscio	liscio	linguistic	none	_	_	_	_	_	_
31-3	BOI101	31	eccetera:	eccetera	linguistic	none	_	End=106.099	7x1	_	_	_
32-0	BOI101	32	una	una	linguistic	none	_	Begin=106.716	_	_	_	_
32-1	BOI101	32	mezz'	mezz'	linguistic	none	SpaceAfter=No	_	_	_	_	_
32-2	BOI101	32	oretta,	oretta	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
32-3	BOI101	32	sei::	sei	linguistic	none	_	_	2x2	_	_	_
32-4	BOI101	32	[in	in	linguistic	none	_	_	_	_	_	0-2(6)
32-5	BOI101	32	cen~]	cen~	linguistic	none	Interrupted=Yes	End=109.343	_	_	_	0-4(6)
33-0	BOR036	33	[però]	però	linguistic	none	_	Begin=108.959	_	_	_	0-4(6)
33-1	BOR036	33	comunque	comunque	linguistic	none	_	_	_	_	_	_
33-2	BOR036	33	s~	s~	linguistic	none	Interrupted=Yes	_	_	_	_	_
33-3	BOR036	33	bast~	bast~	linguistic	none	Interrupted=Yes	_	_	_	_	_
33-4	BOR036	33	sì	sì	linguistic	none	_	_	_	_	_	_
33-5	BOR036	33	[°eh:	eh	linguistic	none	Volume=Low	_	1x1	_	_	0-2(7)
33-6	BOR036	33	sì°]	sì	linguistic	none	Volume=Low	End=110.718	_	_	_	0-2(7)
34-0	BOI101	34	sei	sei	linguistic	none	_	Begin=109.921	_	_	_	_
34-1	BOI101	34	[sei]	sei	linguistic	none	_	_	_	_	_	0-3(7)
34-2	BOI101	34	esatto	esatto	linguistic	none	_	End=111.429	_	_	_	_
35-0	BOI101	35	con	con	linguistic	none	_	Begin=111.759	_	_	_	_
35-1	BOI101	35	le	le	linguistic	none	_	_	_	_	_	_
35-2	BOI101	35	corriere,	corriere	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
35-3	BOI101	35	già	già	linguistic	none	_	_	_	_	_	_
35-4	BOI101	35	magari	magari	linguistic	none	_	_	_	_	_	_
35-5	BOI101	35	di	di	linguistic	none	_	_	_	_	_	_
35-6	BOI101	35	più	più	linguistic	none	_	_	_	_	_	_
35-7	BOI101	35	magari	magari	linguistic	none	_	_	_	_	_	_
35-8	BOI101	35	di	di	linguistic	none	_	_	_	_	_	_
35-9	BOI101	35	per	per	linguistic	none	_	_	_	_	_	_
35-10	BOI101	35	andare	andare	linguistic	none	_	_	_	_	_	_
35-11	BOI101	35	in	in	linguistic	none	_	_	_	_	_	_
35-12	BOI101	35	certi	certi	linguistic	none	_	_	_	_	_	_
35-13	BOI101	35	posti	posti	linguistic	none	_	_	_	_	_	_
35-14	BOI101	35	>dovevo	dovevo	linguistic	none	_	_	_	Fast=0-6	_	_
35-15	BOI101	35	prendere	prendere	linguistic	none	_	_	_	Fast=0-8	_	_
35-16	BOI101	35	prima<	prima	linguistic	none	_	_	_	Fast=0-5	_	_
35-17	BOI101	35	una	una	linguistic	none	_	_	_	_	_	_
35-18	BOI101	35	corriera	corriera	linguistic	none	_	_	_	_	_	_
35-19	BOI101	35	poi	poi	linguistic	none	_	_	_	_	_	_
35-20	BOI101	35	un	un	linguistic	none	_	_	_	_	_	_
35-21	BOI101	35	auto[bus]	autobus	linguistic	none	_	_	_	_	_	4-7(8)
35-22	BOI101	35	quindi:	quindi	linguistic	none	_	_	5x1	_	_	_
35-23	BOI101	35	aspettare	aspettare	linguistic	none	_	_	_	_	_	_
35-24	BOI101	35	alle	alle	linguistic	none	_	_	_	_	_	_
35-25	BOI101	35	fermate	fermate	linguistic	none	_	_	_	_	_	_
35-26	BOI101	35	eccetera	eccetera	linguistic	none	_	End=118.751	_	_	_	_
36-0	BOR036	36	[mhmh]	mhmh	linguistic	none	_	Begin=116.433|End=116.9	_	_	_	0-4(8)
37-0	BOI101	37	casa	casa	linguistic	none	_	Begin=119.257	_	_	_	_
37-1	BOI101	37	mia	mia	linguistic	none	_	_	_	_	_	_
37-2	BOI101	37	appunto	appunto	linguistic	none	_	_	_	_	_	_
37-3	BOI101	37	essendo	essendo	linguistic	none	_	_	_	_	_	_
37-4	BOI101	37	in	in	linguistic	none	_	_	_	_	_	_
37-5	BOI101	37	aperta	aperta	linguistic	none	_	_	_	_	_	_
37-6	BOI101	37	campagna	campagna	linguistic	none	_	End=121.532	_	_	_	_
38-0	BOI101	38	dovevo	dovevo	linguistic	none	_	Begin=121.754	_	_	_	_
38-1	BOI101	38	comunque	comunque	linguistic	none	_	_	_	_	_	_
38-2	BOI101	38	farmi	farmi	linguistic	none	_	_	_	_	_	_
38-3	BOI101	38	almeno	almeno	linguistic	none	_	_	_	_	_	_
38-4	BOI101	38	un	un	linguistic	none	_	_	_	_	_	_
38-5	BOI101	38	>quarto	quarto	linguistic	none	_	_	_	Fast=0-6	_	_
38-6	BOI101	38	d'	d'	linguistic	none	SpaceAfter=No	_	_	Fast=0-2	_	_
38-7	BOI101	38	ora<	ora	linguistic	none	_	_	_	Fast=0-3	_	_
38-8	BOI101	38	a	a	linguistic	none	_	_	_	_	_	_
38-9	BOI101	38	piedi	piedi	linguistic	none	_	_	_	_	_	_
38-10	BOI101	38	per	per	linguistic	none	_	_	_	_	_	_
38-11	BOI101	38	arrivare	arrivare	linguistic	none	_	_	_	_	_	_
38-12	BOI101	38	alla	alla	linguistic	none	_	_	_	_	_	_
38-13	BOI101	38	prima,	prima	linguistic	none	Intonation=WeaklyRising	_	_	_	_	_
38-14	BOI101	38	[fermata]	fermata	linguistic	none	_	End=125.561	_	_	_	0-7(9)
39-0	BOR036	39	[ah	ah	linguistic	none	_	Begin=124.593	_	_	_	0-2(9)
39-1	BOR036	39	quindi	quindi	linguistic	none	_	_	_	_	_	0-6(9)
39-2	BOR036	39	proprio:]	proprio	linguistic	none	_	End=125.57	6x1	_	_	0-7(9)
40-0	BOR036	40	[sì	sì	linguistic	none	_	Begin=125.764	_	_	_	0-2(10)
40-1	BOR036	40	sì]	sì	linguistic	none	_	End=126.164	_	_	_	0-2(10)
41-0	BOI101	41	[quindi]	quindi	linguistic	none	_	Begin=125.806	_	_	_	0-6(10)
